
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; НГО; Подготовка поверхности; Сварочное;..."
	
Направление	Заказ.Дата.Конец дня	Организация	Канал сбыта	Количество заказов	Сумма Руб.
Химическое	12.07.2016 23:59:59	PУТЕКТОР	Розница	1	66 447,32
Насосное	12.07.2016 23:59:59	Рутектор	Розница	1	250 181,00
Автосервис	13.07.2016 23:59:59	PУТЕКТОР	Розница	1	8 500,00
АТП	13.07.2016 23:59:59	PУТЕКТОР	Розница	1	637 075,12
Дуговая сварка.	13.07.2016 23:59:59	PУТЕКТОР	Розница	2	297 254,54
ЗЧ и РМ	13.07.2016 23:59:59	PУТЕКТОР	Дилер	15	205 069,27
ЗЧ и РМ	13.07.2016 23:59:59	PУТЕКТОР	Розница	11	169 171,46
Компрессорное	13.07.2016 23:59:59	PУТЕКТОР	Дилер	2	112 897,72
Компрессорное	13.07.2016 23:59:59	PУТЕКТОР	Розница	3	362 600,00
Насосное	13.07.2016 23:59:59	PУТЕКТОР	Дилер	10	735 217,26
Насосное	13.07.2016 23:59:59	PУТЕКТОР	Розница	7	237 567,43
Подготовка поверхности	13.07.2016 23:59:59	PУТЕКТОР	Дилер	2	21 802,94
Подготовка поверхности	13.07.2016 23:59:59	PУТЕКТОР	Розница	3	56 690,27
Сварочное	13.07.2016 23:59:59	PУТЕКТОР	Дилер	3	336 229,06
Сварочное	13.07.2016 23:59:59	PУТЕКТОР	Розница	5	424 784,70
Строительное	13.07.2016 23:59:59	PУТЕКТОР	Розница	1	1 142 600,50
НГО	13.07.2016 23:59:59	Рутектор	КПК	1	22 921 193,81
Автосервис	14.07.2016 23:59:59	PУТЕКТОР	Розница	1	330 000,00
ЗЧ и РМ	14.07.2016 23:59:59	PУТЕКТОР	Дилер	10	2 444 416,00
ЗЧ и РМ	14.07.2016 23:59:59	PУТЕКТОР	Розница	15	161 994,64
Компрессорное	14.07.2016 23:59:59	PУТЕКТОР	Дилер	2	84 140,00
Компрессорное	14.07.2016 23:59:59	PУТЕКТОР	Розница	5	445 517,99
Насосное	14.07.2016 23:59:59	PУТЕКТОР	Дилер	10	1 396 559,45
Насосное	14.07.2016 23:59:59	PУТЕКТОР	Розница	13	2 993 455,88
Подготовка поверхности	14.07.2016 23:59:59	PУТЕКТОР	Дилер	1	132 084,01
Подготовка поверхности	14.07.2016 23:59:59	PУТЕКТОР	Розница	3	74 447,04
Сварочное	14.07.2016 23:59:59	PУТЕКТОР	Дилер	2	146 745,90
Сварочное	14.07.2016 23:59:59	PУТЕКТОР	Розница	6	184 646,18
Химическое	14.07.2016 23:59:59	PУТЕКТОР	Розница	8	1 114 610,64
ЗЧ и РМ	14.07.2016 23:59:59	Рутектор	КПК	2	154 295,20
Насосное	14.07.2016 23:59:59	Рутектор	КПК	2	4 115 711,92
Насосное	14.07.2016 23:59:59	Рутектор	Розница	1	98 978,01
Сварочное	14.07.2016 23:59:59	Рутектор	Розница	1	2 091 429,01
Автосервис	15.07.2016 23:59:59	PУТЕКТОР	Дилер	1	5 531,23
Автосервис	15.07.2016 23:59:59	PУТЕКТОР	Розница	2	115 828,50
Дуговая сварка.	15.07.2016 23:59:59	PУТЕКТОР	Розница	1	319 513,44
ЗЧ и РМ	15.07.2016 23:59:59	PУТЕКТОР	Дилер	9	188 043,55
ЗЧ и РМ	15.07.2016 23:59:59	PУТЕКТОР	Розница	11	99 290,74
Компрессорное	15.07.2016 23:59:59	PУТЕКТОР	Дилер	7	1 092 752,31
Компрессорное	15.07.2016 23:59:59	PУТЕКТОР	Розница	5	185 601,94
Насосное	15.07.2016 23:59:59	PУТЕКТОР	Дилер	19	966 198,83
Насосное	15.07.2016 23:59:59	PУТЕКТОР	Розница	7	665 276,33
Подготовка поверхности	15.07.2016 23:59:59	PУТЕКТОР	Дилер	2	227 423,00
Подготовка поверхности	15.07.2016 23:59:59	PУТЕКТОР	Розница	1	30 342,69
Сварочное	15.07.2016 23:59:59	PУТЕКТОР	Дилер	2	334 775,32
Сварочное	15.07.2016 23:59:59	PУТЕКТОР	Розница	7	2 338 316,06
Строительное	15.07.2016 23:59:59	PУТЕКТОР	Дилер	1	60 525,59
Химическое	15.07.2016 23:59:59	PУТЕКТОР	Дилер	2	314 590,21
Химическое	15.07.2016 23:59:59	PУТЕКТОР	Розница	1	58 775,21
ЗЧ и РМ	15.07.2016 23:59:59	Рутектор	КПК	1	133 000,00
Насосное	15.07.2016 23:59:59	Рутектор	КПК	1	5 460,00
Химическое	15.07.2016 23:59:59	Рутектор	Розница	1	123 872,28
Автосервис	18.07.2016 23:59:59	PУТЕКТОР	Розница	1	120 300,00
Дуговая сварка.	18.07.2016 23:59:59	PУТЕКТОР	Розница	2	39 090,46
ЗЧ и РМ	18.07.2016 23:59:59	PУТЕКТОР	Дилер	12	149 065,67
ЗЧ и РМ	18.07.2016 23:59:59	PУТЕКТОР	Розница	11	261 327,73
Компрессорное	18.07.2016 23:59:59	PУТЕКТОР	Дилер	1	73 293,76
Компрессорное	18.07.2016 23:59:59	PУТЕКТОР	Розница	5	1 601 110,95
Насосное	18.07.2016 23:59:59	PУТЕКТОР	Дилер	23	1 226 674,77
Насосное	18.07.2016 23:59:59	PУТЕКТОР	Розница	10	881 563,40
Подготовка поверхности	18.07.2016 23:59:59	PУТЕКТОР	Розница	2	82 578,56
Сварочное	18.07.2016 23:59:59	PУТЕКТОР	Дилер	1	309 493,80
Сварочное	18.07.2016 23:59:59	PУТЕКТОР	Розница	7	581 029,92
Химическое	18.07.2016 23:59:59	PУТЕКТОР	Розница	3	1 315 786,16
ЗЧ и РМ	18.07.2016 23:59:59	Рутектор	КПК	1	54 371,34
ЗЧ и РМ	18.07.2016 23:59:59	Рутектор	Розница	1	108 564,20
Компрессорное	18.07.2016 23:59:59	Рутектор	Розница	1	606 000,00
Насосное	18.07.2016 23:59:59	Рутектор	КПК	1	154 535,09
Сварочное	18.07.2016 23:59:59	Рутектор	Дилер	2	3 650,62
Автосервис	19.07.2016 23:59:59	PУТЕКТОР	Розница	1	65 900,00
Дуговая сварка.	19.07.2016 23:59:59	PУТЕКТОР	Розница	1	90 835,00
ЗЧ и РМ	19.07.2016 23:59:59	PУТЕКТОР	Дилер	7	259 982,77
ЗЧ и РМ	19.07.2016 23:59:59	PУТЕКТОР	Розница	19	277 006,97
Компрессорное	19.07.2016 23:59:59	PУТЕКТОР	Дилер	2	19 543,71
Компрессорное	19.07.2016 23:59:59	PУТЕКТОР	Розница	6	515 261,00
Металлообработка	19.07.2016 23:59:59	PУТЕКТОР	Розница	4	9 983 000,79
Насосное	19.07.2016 23:59:59	PУТЕКТОР	Дилер	15	880 543,78
Насосное	19.07.2016 23:59:59	PУТЕКТОР	Розница	8	515 522,56
Подготовка поверхности	19.07.2016 23:59:59	PУТЕКТОР	Дилер	2	66 768,40
Подготовка поверхности	19.07.2016 23:59:59	PУТЕКТОР	Розница	1	316 282,00
Сварочное	19.07.2016 23:59:59	PУТЕКТОР	Дилер	4	209 030,62
Сварочное	19.07.2016 23:59:59	PУТЕКТОР	Розница	3	250 882,88
Химическое	19.07.2016 23:59:59	PУТЕКТОР	Дилер	1	860 042,53
Химическое	19.07.2016 23:59:59	PУТЕКТОР	Розница	4	1 052 491,67
НГО	19.07.2016 23:59:59	Рутектор	КПК	1	3 703 465,88
Дуговая сварка.	20.07.2016 23:59:59	PУТЕКТОР	Розница	1	10 613,68
ЗЧ и РМ	20.07.2016 23:59:59	PУТЕКТОР	Дилер	13	143 407,64
ЗЧ и РМ	20.07.2016 23:59:59	PУТЕКТОР	Розница	15	77 361,58
Компрессорное	20.07.2016 23:59:59	PУТЕКТОР	Дилер	2	145 109,43
Компрессорное	20.07.2016 23:59:59	PУТЕКТОР	Розница	6	2 030 157,08
Насосное	20.07.2016 23:59:59	PУТЕКТОР	Дилер	9	566 634,57
Насосное	20.07.2016 23:59:59	PУТЕКТОР	Розница	13	1 758 995,33
Подготовка поверхности	20.07.2016 23:59:59	PУТЕКТОР	Дилер	2	34 400,00
Подготовка поверхности	20.07.2016 23:59:59	PУТЕКТОР	Розница	2	254 066,55
Сварочное	20.07.2016 23:59:59	PУТЕКТОР	Дилер	2	19 124,97
Сварочное	20.07.2016 23:59:59	PУТЕКТОР	Розница	7	1 820 734,67
Строительное	20.07.2016 23:59:59	PУТЕКТОР	Розница	1	16 224,00
Химическое	20.07.2016 23:59:59	PУТЕКТОР	Розница	3	167 818,10
ЗЧ и РМ	20.07.2016 23:59:59	Рутектор	Розница	1	49 752,30
Насосное	20.07.2016 23:59:59	Рутектор	Розница	1	119 824,00
Сварочное	20.07.2016 23:59:59	Рутектор	Розница	1	38 838,52
Дуговая сварка.	21.07.2016 23:59:59	PУТЕКТОР	Розница	2	13 088,80
ЗЧ и РМ	21.07.2016 23:59:59	PУТЕКТОР	Дилер	12	74 310,09
ЗЧ и РМ	21.07.2016 23:59:59	PУТЕКТОР	КПК	1	16 376,63
ЗЧ и РМ	21.07.2016 23:59:59	PУТЕКТОР	Розница	13	179 955,33
Компрессорное	21.07.2016 23:59:59	PУТЕКТОР	Дилер	4	190 640,00
Компрессорное	21.07.2016 23:59:59	PУТЕКТОР	Розница	3	204 856,17
Насосное	21.07.2016 23:59:59	PУТЕКТОР	Дилер	15	802 429,96
Насосное	21.07.2016 23:59:59	PУТЕКТОР	Розница	14	812 118,25
Подготовка поверхности	21.07.2016 23:59:59	PУТЕКТОР	Дилер	2	434 650,00
Подготовка поверхности	21.07.2016 23:59:59	PУТЕКТОР	Розница	1	9 054,16
Сварочное	21.07.2016 23:59:59	PУТЕКТОР	Дилер	6	376 508,54
Сварочное	21.07.2016 23:59:59	PУТЕКТОР	Розница	2	546 447,35
Строительное	21.07.2016 23:59:59	PУТЕКТОР	Розница	1	112 500,00
Химическое	21.07.2016 23:59:59	PУТЕКТОР	Дилер	2	48 425,27
ЗЧ и РМ	21.07.2016 23:59:59	Рутектор	Дилер	1	14 060,00
ЗЧ и РМ	21.07.2016 23:59:59	Рутектор	КПК	1	109 998,59
ЗЧ и РМ	21.07.2016 23:59:59	Рутектор	Розница	1	19 200,00
Сварочное	21.07.2016 23:59:59	Рутектор	Дилер	1	19 166,59
Автосервис	22.07.2016 23:59:59	PУТЕКТОР	Розница	1	19 695,00
Дуговая сварка.	22.07.2016 23:59:59	PУТЕКТОР	Розница	3	217 720,96
ЗЧ и РМ	22.07.2016 23:59:59	PУТЕКТОР	Дилер	14	252 512,03
ЗЧ и РМ	22.07.2016 23:59:59	PУТЕКТОР	Розница	14	236 641,01
Компрессорное	22.07.2016 23:59:59	PУТЕКТОР	Дилер	3	66 111,69
Компрессорное	22.07.2016 23:59:59	PУТЕКТОР	Розница	5	1 234 340,40
Насосное	22.07.2016 23:59:59	PУТЕКТОР	Дилер	11	963 358,08
Насосное	22.07.2016 23:59:59	PУТЕКТОР	Розница	7	674 698,82
Подготовка поверхности	22.07.2016 23:59:59	PУТЕКТОР	Розница	1	58 352,86
Сварочное	22.07.2016 23:59:59	PУТЕКТОР	Дилер	1	44 430,99
Сварочное	22.07.2016 23:59:59	PУТЕКТОР	Розница	6	254 608,14
Строительное	22.07.2016 23:59:59	PУТЕКТОР	Дилер	1	11 520,00
Строительное	22.07.2016 23:59:59	PУТЕКТОР	Розница	1	55 000,00
Химическое	22.07.2016 23:59:59	PУТЕКТОР	Дилер	1	83 055,02
ЗЧ и РМ	25.07.2016 23:59:59	PУТЕКТОР	Дилер	8	135 418,42
ЗЧ и РМ	25.07.2016 23:59:59	PУТЕКТОР	Розница	18	202 732,43
Компрессорное	25.07.2016 23:59:59	PУТЕКТОР	Дилер	2	68 202,79
Компрессорное	25.07.2016 23:59:59	PУТЕКТОР	Розница	6	393 384,71
Насосное	25.07.2016 23:59:59	PУТЕКТОР	Дилер	20	2 230 832,72
Насосное	25.07.2016 23:59:59	PУТЕКТОР	Розница	9	684 659,95
Подготовка поверхности	25.07.2016 23:59:59	PУТЕКТОР	Розница	1	20 800,00
Сварочное	25.07.2016 23:59:59	PУТЕКТОР	Дилер	3	219 810,26
Сварочное	25.07.2016 23:59:59	PУТЕКТОР	Розница	6	477 026,41
Строительное	25.07.2016 23:59:59	PУТЕКТОР	Дилер	1	76 518,37
Строительное	25.07.2016 23:59:59	PУТЕКТОР	Розница	1	184 500,00
Дуговая сварка.	25.07.2016 23:59:59	Рутектор	КПК	2	1 587 116,30
ЗЧ и РМ	25.07.2016 23:59:59	Рутектор	КПК	1	186 859,48
ЗЧ и РМ	25.07.2016 23:59:59	Рутектор	Розница	1	7 391,00
НГО	25.07.2016 23:59:59	Рутектор	КПК	1	11 609 320,95
Подготовка поверхности	25.07.2016 23:59:59	Рутектор	КПК	3	110 514,39
Строительное	25.07.2016 23:59:59	Рутектор	Розница	1	59 566,99
Дуговая сварка.	26.07.2016 23:59:59	PУТЕКТОР	Розница	1	59 905,62
ЗЧ и РМ	26.07.2016 23:59:59	PУТЕКТОР	Дилер	8	60 764,08
ЗЧ и РМ	26.07.2016 23:59:59	PУТЕКТОР	Розница	24	501 949,96
Компрессорное	26.07.2016 23:59:59	PУТЕКТОР	Дилер	1	14 960,00
Компрессорное	26.07.2016 23:59:59	PУТЕКТОР	Розница	3	78 475,91
Насосное	26.07.2016 23:59:59	PУТЕКТОР	Дилер	14	1 164 037,40
Насосное	26.07.2016 23:59:59	PУТЕКТОР	Розница	10	640 734,75
Сварочное	26.07.2016 23:59:59	PУТЕКТОР	Дилер	3	337 275,74
Сварочное	26.07.2016 23:59:59	PУТЕКТОР	Розница	9	854 524,89
Строительное	26.07.2016 23:59:59	PУТЕКТОР	Дилер	1	38 042,18
Химическое	26.07.2016 23:59:59	PУТЕКТОР	Дилер	2	526 441,02
Химическое	26.07.2016 23:59:59	PУТЕКТОР	Розница	3	124 578,01
ЗЧ и РМ	26.07.2016 23:59:59	Рутектор	КПК	1	98 710,00
Автосервис	27.07.2016 23:59:59	PУТЕКТОР	Розница	1	16 599,06
ЗЧ и РМ	27.07.2016 23:59:59	PУТЕКТОР	Дилер	9	546 886,88
ЗЧ и РМ	27.07.2016 23:59:59	PУТЕКТОР	Розница	17	1 983 355,40
Компрессорное	27.07.2016 23:59:59	PУТЕКТОР	Дилер	3	179 847,73
Компрессорное	27.07.2016 23:59:59	PУТЕКТОР	Розница	7	324 218,00
Насосное	27.07.2016 23:59:59	PУТЕКТОР	Дилер	12	851 976,37
Насосное	27.07.2016 23:59:59	PУТЕКТОР	Розница	9	623 030,95
Подготовка поверхности	27.07.2016 23:59:59	PУТЕКТОР	Розница	2	13 678,14
Сварочное	27.07.2016 23:59:59	PУТЕКТОР	Дилер	2	77 122,75
Сварочное	27.07.2016 23:59:59	PУТЕКТОР	Розница	1	11 710,54
Строительное	27.07.2016 23:59:59	PУТЕКТОР	Розница	1	175 660,45
Химическое	27.07.2016 23:59:59	PУТЕКТОР	Дилер	1	113 123,02
Химическое	27.07.2016 23:59:59	PУТЕКТОР	Розница	1	137 270,55
Подготовка поверхности	27.07.2016 23:59:59	Рутектор	Розница	1	107 460,00
АТП	28.07.2016 23:59:59	PУТЕКТОР	Розница	3	20 165 877,68
ЗЧ и РМ	28.07.2016 23:59:59	PУТЕКТОР	Дилер	6	85 607,74
ЗЧ и РМ	28.07.2016 23:59:59	PУТЕКТОР	Розница	12	199 539,73
Компрессорное	28.07.2016 23:59:59	PУТЕКТОР	Дилер	3	151 251,75
Компрессорное	28.07.2016 23:59:59	PУТЕКТОР	КПК	1	1 600 000,00
Компрессорное	28.07.2016 23:59:59	PУТЕКТОР	Розница	7	699 506,42
Насосное	28.07.2016 23:59:59	PУТЕКТОР	Дилер	12	804 787,75
Насосное	28.07.2016 23:59:59	PУТЕКТОР	КПК	1	5 435 684,55
Насосное	28.07.2016 23:59:59	PУТЕКТОР	Розница	13	925 683,16
Подготовка поверхности	28.07.2016 23:59:59	PУТЕКТОР	Дилер	1	32 631,75
Подготовка поверхности	28.07.2016 23:59:59	PУТЕКТОР	Розница	3	91 535,52
Сварочное	28.07.2016 23:59:59	PУТЕКТОР	Дилер	1	33 791,99
Сварочное	28.07.2016 23:59:59	PУТЕКТОР	Розница	1	493 611,35
Строительное	28.07.2016 23:59:59	PУТЕКТОР	КПК	1	680 377,36
Строительное	28.07.2016 23:59:59	PУТЕКТОР	Розница	1	154 086,40
Химическое	28.07.2016 23:59:59	PУТЕКТОР	Розница	3	3 438 059,43
ЗЧ и РМ	28.07.2016 23:59:59	Рутектор	КПК	3	556 376,95
Сварочное	28.07.2016 23:59:59	Рутектор	КПК	1	16 000,00
ЗЧ и РМ	29.07.2016 23:59:59	PУТЕКТОР	Дилер	18	321 461,62
ЗЧ и РМ	29.07.2016 23:59:59	PУТЕКТОР	Розница	12	661 052,21
Компрессорное	29.07.2016 23:59:59	PУТЕКТОР	Дилер	1	73 700,00
