
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; Подготовка поверхности; Сварочное; Строительное;..."
	
Направление	Документ оплаты.Дата.Конец дня	Канал сбыта	Сумма Руб.	Сумма оплаты Руб.	Количество заказов
Дуговая сварка.	10.03.2017 23:59:59	Розница	6 202,50	6 202,50	1
ЗЧ и РМ	10.03.2017 23:59:59	Дилер	148 817,54	146 675,22	9
ЗЧ и РМ	10.03.2017 23:59:59	Розница	214 919,64	211 869,62	14
Компрессорное	10.03.2017 23:59:59	Дилер	794 315,33	701 105,70	2
Компрессорное	10.03.2017 23:59:59	Розница	758 028,09	724 281,60	7
Насосное	10.03.2017 23:59:59	Дилер	1 080 239,56	1 021 790,07	14
Насосное	10.03.2017 23:59:59	Розница	220 252,84	217 664,74	6
НГО	10.03.2017 23:59:59	КПК	505 001,01	496 147,98	1
Подготовка поверхности	10.03.2017 23:59:59	Дилер	2 357 982,43	2 174 653,81	2
Подготовка поверхности	10.03.2017 23:59:59	Розница	514 952,20	514 951,78	5
Сварочное	10.03.2017 23:59:59	Дилер	239 639,43	213 136,52	5
Сварочное	10.03.2017 23:59:59	Розница	520 000,00	520 000,00	1
Химическое	10.03.2017 23:59:59	Розница	565 749,72	514 813,16	5
Автосервис	13.03.2017 23:59:59	Розница	21 500,00	21 500,00	2
Дуговая сварка.	13.03.2017 23:59:59	Дилер	121 725,76	121 869,41	1
Дуговая сварка.	13.03.2017 23:59:59	Розница	7 620,00	7 620,00	1
ЗЧ и РМ	13.03.2017 23:59:59	Дилер	194 009,12	186 968,58	17
ЗЧ и РМ	13.03.2017 23:59:59	Розница	1 231 409,95	1 225 840,44	22
Компрессорное	13.03.2017 23:59:59	Дилер	589 081,61	544 657,22	5
Компрессорное	13.03.2017 23:59:59	Розница	21 534 036,10	247 788,32	6
Насосное	13.03.2017 23:59:59	Дилер	502 423,60	495 125,62	9
Насосное	13.03.2017 23:59:59	Розница	271 708,37	252 840,48	6
Подготовка поверхности	13.03.2017 23:59:59	Дилер	14 950,00	14 950,00	1
Подготовка поверхности	13.03.2017 23:59:59	Розница	547 764,46	547 764,46	3
Сварочное	13.03.2017 23:59:59	Дилер	452 319,73	-38 992,73	2
Сварочное	13.03.2017 23:59:59	Розница	24 596,95	24 596,95	4
Химическое	13.03.2017 23:59:59	Дилер	282 042,21	253 974,75	3
Автосервис	14.03.2017 23:59:59	Розница	54 450,00	54 450,00	2
Дуговая сварка.	14.03.2017 23:59:59	Дилер	4 790,96	4 789,75	1
Дуговая сварка.	14.03.2017 23:59:59	КПК	188,65	169,50	1
Дуговая сварка.	14.03.2017 23:59:59	Розница	402 582,43	367 339,62	2
ЗЧ и РМ	14.03.2017 23:59:59	Дилер	116 856,41	116 741,54	7
ЗЧ и РМ	14.03.2017 23:59:59	КПК	76 406,20	76 145,59	2
ЗЧ и РМ	14.03.2017 23:59:59	Розница	342 644,80	341 880,28	18
Компрессорное	14.03.2017 23:59:59	Дилер	330 583,51	325 499,20	7
Компрессорное	14.03.2017 23:59:59	Розница	152 878,45	152 878,45	4
Насосное	14.03.2017 23:59:59	Дилер	132 086,13	119 599,95	4
Насосное	14.03.2017 23:59:59	Розница	136 056,91	135 073,40	6
Подготовка поверхности	14.03.2017 23:59:59	Дилер	99 420,00	99 420,00	3
Подготовка поверхности	14.03.2017 23:59:59	Розница	374 173,80	374 173,79	4
Сварочное	14.03.2017 23:59:59	Дилер	1 008 667,48	1 008 666,43	1
Сварочное	14.03.2017 23:59:59	КПК	330 761,73	297 500,70	1
Сварочное	14.03.2017 23:59:59	Розница	605 633,42	579 789,45	8
Химическое	14.03.2017 23:59:59	Дилер	74 439,07	67 568,19	1
Автосервис	15.03.2017 23:59:59	Розница	84 235,98	84 235,98	3
Дуговая сварка.	15.03.2017 23:59:59	КПК	146 922,64	146 441,74	1
Дуговая сварка.	15.03.2017 23:59:59	Розница	314 098,37	313 107,23	2
ЗЧ и РМ	15.03.2017 23:59:59	Дилер	173 847,75	167 599,29	13
ЗЧ и РМ	15.03.2017 23:59:59	Розница	178 250,42	178 250,42	17
Компрессорное	15.03.2017 23:59:59	Дилер	116 400,00	116 400,00	4
Компрессорное	15.03.2017 23:59:59	Розница	723 564,80	714 769,18	9
Металлообработка	15.03.2017 23:59:59	Розница	5 741 089,26	5 275 906,92	3
Насосное	15.03.2017 23:59:59	Дилер	694 360,36	625 073,00	10
Насосное	15.03.2017 23:59:59	Розница	492 764,79	488 814,82	6
Подготовка поверхности	15.03.2017 23:59:59	Розница	171 057,32	171 057,30	5
Сварочное	15.03.2017 23:59:59	Дилер	534 037,51	482 804,81	6
Сварочное	15.03.2017 23:59:59	Розница	506 405,70	506 405,59	5
Химическое	15.03.2017 23:59:59	Дилер	36 681,81	32 725,40	1
Химическое	15.03.2017 23:59:59	Розница	35 484,31	35 484,31	1
Дуговая сварка.	16.03.2017 23:59:59	Розница	71 084,89	71 084,68	4
ЗЧ и РМ	16.03.2017 23:59:59	Дилер	233 737,48	218 225,18	10
ЗЧ и РМ	16.03.2017 23:59:59	КПК	534 377,82	534 377,82	4
ЗЧ и РМ	16.03.2017 23:59:59	Розница	1 108 344,83	1 105 991,16	24
Комплексные поставки	16.03.2017 23:59:59	КПК	212 395,08	212 395,08	1
Компрессорное	16.03.2017 23:59:59	Дилер	220 255,50	199 616,83	2
Компрессорное	16.03.2017 23:59:59	КПК	10 450,74	9 422,65	1
Компрессорное	16.03.2017 23:59:59	Розница	3 647 053,81	3 632 282,52	12
Металлообработка	16.03.2017 23:59:59	Розница	35 910,00	35 910,00	1
Насосное	16.03.2017 23:59:59	Дилер	349 367,49	326 606,68	6
Насосное	16.03.2017 23:59:59	КПК	134 727,65	134 727,65	1
Насосное	16.03.2017 23:59:59	Розница	437 210,35	437 310,35	9
Подготовка поверхности	16.03.2017 23:59:59	Дилер	3 807 256,65	3 578 933,60	1
Подготовка поверхности	16.03.2017 23:59:59	Розница	378 006,16	378 006,16	4
Сварочное	16.03.2017 23:59:59	Дилер	225 365,48	204 078,89	4
Сварочное	16.03.2017 23:59:59	Розница	506 963,53	227 125,77	6
Химическое	16.03.2017 23:59:59	Дилер	137 583,56	132 873,00	2
Автосервис	17.03.2017 23:59:59	Розница	2 028,00	2 028,00	1
Дуговая сварка.	17.03.2017 23:59:59	Розница	277 926,05	277 926,03	4
ЗЧ и РМ	17.03.2017 23:59:59	Дилер	82 041,42	78 877,46	10
ЗЧ и РМ	17.03.2017 23:59:59	Розница	544 063,27	544 063,03	15
Компрессорное	17.03.2017 23:59:59	Дилер	151 200,00	151 200,00	2
Компрессорное	17.03.2017 23:59:59	Розница	272 271,51	272 271,47	5
Насосное	17.03.2017 23:59:59	Дилер	426 067,54	385 890,96	11
Насосное	17.03.2017 23:59:59	КПК	159 966,70	159 966,70	1
Насосное	17.03.2017 23:59:59	Розница	634 645,62	613 044,93	9
Подготовка поверхности	17.03.2017 23:59:59	Дилер	45 000,00	45 000,00	1
Подготовка поверхности	17.03.2017 23:59:59	Розница	252 637,13	252 637,13	7
Сварочное	17.03.2017 23:59:59	Дилер	12 406,51	11 123,17	1
Сварочное	17.03.2017 23:59:59	Розница	439 890,16	395 304,62	2
Химическое	17.03.2017 23:59:59	Дилер	45 585,15	41 274,45	1
Химическое	17.03.2017 23:59:59	Розница	267 388,06	242 638,13	3
Компрессорное	19.03.2017 23:59:59	Розница	229 300,00	229 300,00	1
Насосное	19.03.2017 23:59:59	Розница	2 142,15	2 142,15	1
Автосервис	20.03.2017 23:59:59	Розница	484 450,76	484 450,76	7
Дуговая сварка.	20.03.2017 23:59:59	Розница	148 045,84	142 117,50	2
ЗЧ и РМ	20.03.2017 23:59:59	Дилер	102 510,04	88 458,91	6
ЗЧ и РМ	20.03.2017 23:59:59	Розница	1 455 920,02	1 455 920,02	22
Компрессорное	20.03.2017 23:59:59	Дилер	185 345,00	185 345,00	3
Компрессорное	20.03.2017 23:59:59	Розница	1 198 339,20	1 198 339,09	8
Насосное	20.03.2017 23:59:59	Дилер	484 526,34	454 791,06	7
Насосное	20.03.2017 23:59:59	Розница	669 689,26	606 069,11	5
Подготовка поверхности	20.03.2017 23:59:59	Дилер	163 900,00	163 900,00	1
Подготовка поверхности	20.03.2017 23:59:59	Розница	165 331,38	165 331,07	3
Сварочное	20.03.2017 23:59:59	Дилер	6 055 171,71	6 054 664,20	2
Сварочное	20.03.2017 23:59:59	Розница	58 207,86	58 207,86	3
Химическое	20.03.2017 23:59:59	Розница	3 667,92	3 667,92	1
Автосервис	21.03.2017 23:59:59	Розница	162 500,00	162 500,00	2
Дуговая сварка.	21.03.2017 23:59:59	Дилер	3 512,85	3 109,46	1
Дуговая сварка.	21.03.2017 23:59:59	Розница	26 528,26	26 491,23	3
ЗЧ и РМ	21.03.2017 23:59:59	Дилер	428 813,00	382 903,43	8
ЗЧ и РМ	21.03.2017 23:59:59	Розница	199 666,97	198 420,25	15
Компрессорное	21.03.2017 23:59:59	Дилер	472 735,91	460 081,74	6
Компрессорное	21.03.2017 23:59:59	Розница	917 270,69	861 707,62	10
Насосное	21.03.2017 23:59:59	Дилер	983 804,46	897 370,15	13
Насосное	21.03.2017 23:59:59	Розница	436 371,49	436 371,49	8
Подготовка поверхности	21.03.2017 23:59:59	Розница	36 742,86	36 742,85	4
Сварочное	21.03.2017 23:59:59	Дилер	211 003,85	188 960,67	3
Сварочное	21.03.2017 23:59:59	Розница	5 437 288,99	2 546 728,15	6
Химическое	21.03.2017 23:59:59	Розница	636 760,78	578 464,63	3
Дуговая сварка.	22.03.2017 23:59:59	Розница	167 726,00	167 726,00	2
ЗЧ и РМ	22.03.2017 23:59:59	Дилер	178 164,30	164 414,65	13
ЗЧ и РМ	22.03.2017 23:59:59	Розница	484 511,54	446 674,16	26
Компрессорное	22.03.2017 23:59:59	Дилер	19 040,00	19 040,00	1
Компрессорное	22.03.2017 23:59:59	Розница	902 649,24	905 910,00	5
Насосное	22.03.2017 23:59:59	Дилер	4 130 694,36	1 941 036,76	35
Насосное	22.03.2017 23:59:59	Розница	618 906,52	609 957,74	7
Подготовка поверхности	22.03.2017 23:59:59	Розница	88 750,00	88 750,00	5
Сварочное	22.03.2017 23:59:59	Дилер	263 266,42	233 736,92	2
Сварочное	22.03.2017 23:59:59	Розница	458 488,65	426 034,80	7
Химическое	22.03.2017 23:59:59	Дилер	207 704,51	183 958,14	1
Химическое	22.03.2017 23:59:59	Розница	430 884,12	384 939,69	3
Дуговая сварка.	23.03.2017 23:59:59	КПК	125,77	113,00	1
Дуговая сварка.	23.03.2017 23:59:59	Розница	150 003,00	150 003,00	1
ЗЧ и РМ	23.03.2017 23:59:59	Дилер	285 182,57	263 714,94	10
ЗЧ и РМ	23.03.2017 23:59:59	КПК	1 726,54	1 552,80	1
ЗЧ и РМ	23.03.2017 23:59:59	Розница	234 300,66	234 300,66	19
Компрессорное	23.03.2017 23:59:59	Дилер	141 757,05	136 782,12	5
Компрессорное	23.03.2017 23:59:59	Розница	303 716,66	287 735,22	7
Насосное	23.03.2017 23:59:59	Дилер	151 338,60	134 899,64	6
Насосное	23.03.2017 23:59:59	Розница	587 624,33	587 624,26	7
Подготовка поверхности	23.03.2017 23:59:59	Розница	117 906,00	117 906,00	2
Сварочное	23.03.2017 23:59:59	Дилер	47 214,44	42 181,65	2
Сварочное	23.03.2017 23:59:59	КПК	220 507,82	198 333,80	1
Сварочное	23.03.2017 23:59:59	Розница	417 341,01	410 593,25	7
Химическое	23.03.2017 23:59:59	Дилер	71 156,98	64 317,73	2
Химическое	23.03.2017 23:59:59	Розница	15 983,49	14 279,73	1
АТП	24.03.2017 23:59:59	Розница	58 480,67	52 100,94	1
Дуговая сварка.	24.03.2017 23:59:59	Розница	308 956,61	303 600,73	4
ЗЧ и РМ	24.03.2017 23:59:59	Дилер	151 447,30	141 889,97	13
ЗЧ и РМ	24.03.2017 23:59:59	Розница	187 547,47	176 927,13	12
Компрессорное	24.03.2017 23:59:59	Дилер	136 393,50	129 726,00	1
Компрессорное	24.03.2017 23:59:59	Розница	1 275 940,92	1 186 821,95	10
Насосное	24.03.2017 23:59:59	Дилер	300 561,24	271 972,44	8
Насосное	24.03.2017 23:59:59	КПК	4 479,99	4 479,99	1
Насосное	24.03.2017 23:59:59	Розница	1 256 352,77	1 256 352,77	7
Подготовка поверхности	24.03.2017 23:59:59	Дилер	76 438,87	74 386,00	5
Подготовка поверхности	24.03.2017 23:59:59	Розница	76 716,20	76 716,20	5
Сварочное	24.03.2017 23:59:59	Дилер	493 449,79	483 624,93	3
Сварочное	24.03.2017 23:59:59	Розница	356 831,50	322 159,09	4
Химическое	24.03.2017 23:59:59	Дилер	210 116,11	187 194,30	1
Химическое	24.03.2017 23:59:59	Розница	330 171,28	267 683,01	2
ЗЧ и РМ	25.03.2017 23:59:59	Розница	63 635,65	63 635,65	1
Автосервис	27.03.2017 23:59:59	Розница	38 400,00	38 400,00	1
ЗЧ и РМ	27.03.2017 23:59:59	Дилер	104 702,81	98 438,58	9
ЗЧ и РМ	27.03.2017 23:59:59	Розница	684 476,31	672 111,67	22
Компрессорное	27.03.2017 23:59:59	Дилер	313 870,56	294 301,97	4
Компрессорное	27.03.2017 23:59:59	Розница	647 387,74	628 081,27	4
Металлообработка	27.03.2017 23:59:59	Розница	256 024,65	226 719,27	1
Насосное	27.03.2017 23:59:59	Дилер	1 254 804,12	1 157 145,54	17
Насосное	27.03.2017 23:59:59	КПК	17 075,68	15 155,96	1
Насосное	27.03.2017 23:59:59	Розница	222 185,49	219 317,55	6
Подготовка поверхности	27.03.2017 23:59:59	Дилер	42 560,00	42 560,00	2
Подготовка поверхности	27.03.2017 23:59:59	Розница	53 388,29	53 388,29	3
Сварочное	27.03.2017 23:59:59	Дилер	14 288,40	12 682,04	1
Сварочное	27.03.2017 23:59:59	Розница	972 008,23	972 008,23	6
Химическое	27.03.2017 23:59:59	Дилер	173 601,54	159 534,53	3
Химическое	27.03.2017 23:59:59	Розница	579 874,70	515 942,42	1
Дуговая сварка.	28.03.2017 23:59:59	Розница	215 015,59	215 015,59	4
ЗЧ и РМ	28.03.2017 23:59:59	Дилер	724 915,09	384 519,47	9
ЗЧ и РМ	28.03.2017 23:59:59	Розница	134 062,26	134 062,26	14
Компрессорное	28.03.2017 23:59:59	Дилер	227 044,06	221 223,06	6
Компрессорное	28.03.2017 23:59:59	Розница	1 408 873,20	1 408 873,20	4
Насосное	28.03.2017 23:59:59	Дилер	560 223,67	498 024,59	7
Насосное	28.03.2017 23:59:59	Розница	230 564,58	213 027,27	5
НГО	28.03.2017 23:59:59	Дилер	630 000,00	630 000,00	2
Подготовка поверхности	28.03.2017 23:59:59	Розница	83 785,42	83 785,42	4
Сварочное	28.03.2017 23:59:59	Дилер	4 895,25	4 895,25	1
Сварочное	28.03.2017 23:59:59	КПК	139 426,18	123 947,16	1
Сварочное	28.03.2017 23:59:59	Розница	234 207,23	234 207,23	3
Химическое	28.03.2017 23:59:59	Дилер	102 193,41	90 847,95	1
Химическое	28.03.2017 23:59:59	Розница	900 980,96	804 178,58	2
Автосервис	29.03.2017 23:59:59	Розница	20 366,00	20 366,00	2
Дуговая сварка.	29.03.2017 23:59:59	Розница	13 876,59	13 876,57	2
ЗЧ и РМ	29.03.2017 23:59:59	Дилер	95 885,28	88 174,74	8
ЗЧ и РМ	29.03.2017 23:59:59	КПК	44 141,22	44 141,22	1
ЗЧ и РМ	29.03.2017 23:59:59	Розница	793 260,85	739 099,41	20
